mcc_cat_desc,total,transactions,doy,hour
APPLIANCES,261.22,5,334,10
APPLIANCES,641.22,5,334,11
APPLIANCES,131.59,2,334,12
APPLIANCES,855.57,6,334,13
APPLIANCES,593.83,9,334,14
APPLIANCES,97.55,1,334,15
APPLIANCES,1028.05,5,334,16
APPLIANCES,391.07,2,334,17
APPLIANCES,595.07,1,334,18
APPLIANCES,332.42,1,334,19
APPLIANCES,274.8,2,334,20
AUTO,103,1,319,0
AUTO,9.83,2,319,2
AUTO,38.52,2,319,3
AUTO,3836,64,319,4
AUTO,33019.66,420,319,5
AUTO,52995.38,754,319,6
AUTO,75556.4900000001,1033,319,7
AUTO,97754.4199999998,1356,319,8
AUTO,117834.3,1614,319,9
AUTO,144999.21,1863,319,10
AUTO,158372.35,1935,319,11
AUTO,164825.39,2044,319,12
AUTO,179341.280000001,2082,319,13
AUTO,154400.87,1970,319,14
AUTO,156121.13,1752,319,15
AUTO,123276.32,1493,319,16
AUTO,82833.9300000001,882,319,17
AUTO,32569.82,502,319,18
AUTO,11435.95,250,319,19
AUTO,7911.32,146,319,20
AUTO,2939.04,52,319,21
AUTO,257.39,6,319,22
AUTO,63.2,2,319,23
AUTO,162.28,4,320,0
AUTO,5,1,320,1
AUTO,38,1,320,2
AUTO,25,1,320,3
AUTO,3136.4,61,320,4
AUTO,21240.03,409,320,5
AUTO,68316.1599999999,945,320,6
AUTO,101866.62,1456,320,7
AUTO,145358.71,2106,320,8
AUTO,169413.6,2479,320,9
AUTO,174723.29,2632,320,10
AUTO,175184.11,2714,320,11
AUTO,172496.7,2571,320,12
AUTO,191394.88,2376,320,13
AUTO,155415.24,2052,320,14
AUTO,111995.26,1625,320,15
AUTO,84238.47,1204,320,16
AUTO,54648.58,677,320,17
AUTO,32572.05,351,320,18
AUTO,11589.81,197,320,19
AUTO,7788.16,105,320,20
AUTO,643.79,27,320,21
AUTO,229.04,5,320,22
AUTO,53.99,2,321,0
AUTO,92.36,2,321,1
AUTO,322,1,321,2
AUTO,302,1,321,3
AUTO,248.12,3,321,4
AUTO,2556.42,56,321,5
AUTO,19803.53,426,321,6
AUTO,32723.57,772,321,7
AUTO,54638.91,1180,321,8
AUTO,73132.52,1549,321,9
AUTO,76037.6099999999,1710,321,10
AUTO,92123.95,1878,321,11
AUTO,102157.26,1744,321,12
AUTO,80520.0700000001,1680,321,13
AUTO,59482.26,1419,321,14
AUTO,59179.66,1169,321,15
AUTO,37182.09,731,321,16
AUTO,17503.41,410,321,17
AUTO,11473.62,235,321,18
AUTO,3224.86,113,321,19
AUTO,509.17,29,321,20
AUTO,242.42,10,321,21
AUTO,276.76,7,321,22
AUTO,48.37,4,321,23
AUTO,27.02,1,322,0
AUTO,33.46,1,322,1
AUTO,78.36,4,322,2
AUTO,9.82,1,322,3
AUTO,3834.32,63,322,4
AUTO,16076.46,260,322,5
AUTO,35099.86,470,322,6
AUTO,58004.57,716,322,7
AUTO,72697.66,1041,322,8
AUTO,83051.7099999999,1211,322,9
AUTO,92656.87,1370,322,10
AUTO,106267.63,1440,322,11
AUTO,131385.39,1628,322,12
AUTO,121271.33,1641,322,13
AUTO,129314.02,1593,322,14
AUTO,108588.57,1552,322,15
AUTO,99501.21,1250,322,16
AUTO,65262.25,892,322,17
AUTO,33812.32,496,322,18
AUTO,10170.73,244,322,19
AUTO,4327.5,113,322,20
AUTO,2362.29,33,322,21
AUTO,1144.19,6,322,22
AUTO,47.03,2,322,23
AUTO,182.16,1,323,0
AUTO,122.82,2,323,1
AUTO,10.72,2,323,2
AUTO,61.16,3,323,3
AUTO,1894.44,51,323,4
AUTO,12896.5,236,323,5
AUTO,31545.3,473,323,6
AUTO,47541.32,683,323,7
AUTO,65285.94,954,323,8
AUTO,87774.77,1183,323,9
AUTO,92773.1199999999,1272,323,10
AUTO,112022.57,1379,323,11
AUTO,111107.57,1458,323,12
AUTO,108408.71,1457,323,13
AUTO,128459.12,1467,323,14
AUTO,122251.4,1489,323,15
AUTO,94425.03,1174,323,16
AUTO,57914.8300000001,846,323,17
AUTO,26882.96,458,323,18
AUTO,13967.22,260,323,19
AUTO,10448.27,129,323,20
AUTO,1335.97,31,323,21
AUTO,151.34,4,323,22
AUTO,193.3,1,323,23
AUTO,44.33,3,324,0
AUTO,2.5,1,324,1
AUTO,206.82,3,324,2
AUTO,8,1,324,3
AUTO,5128.34,70,324,4
AUTO,15390.91,255,324,5
AUTO,44633.59,480,324,6
AUTO,63986.0899999999,734,324,7
AUTO,71949.4199999999,997,324,8
AUTO,92950.6299999999,1233,324,9
AUTO,96064.6999999997,1291,324,10
AUTO,116664.27,1400,324,11
AUTO,139794.91,1470,324,12
AUTO,140075.13,1521,324,13
AUTO,124455.31,1554,324,14
AUTO,104024.57,1357,324,15
AUTO,98846.4800000001,1226,324,16
AUTO,55778.84,814,324,17
AUTO,25311.93,493,324,18
AUTO,10452.26,280,324,19
AUTO,6337.17,156,324,20
AUTO,931.56,32,324,21
AUTO,401.75,8,324,22
AUTO,25.52,2,324,23
AUTO,5.61,1,325,0
AUTO,10.58,1,325,1
AUTO,9.54,1,325,2
AUTO,20.62,3,325,3
AUTO,3589.14,59,325,4
AUTO,14933.3,252,325,5
AUTO,34725.62,534,325,6
AUTO,51161.05,695,325,7
AUTO,81154.43,1093,325,8
AUTO,95203.91,1255,325,9
AUTO,101723.72,1347,325,10
AUTO,99044.9599999999,1420,325,11
AUTO,110603.62,1489,325,12
AUTO,123711.29,1645,325,13
AUTO,118542.13,1584,325,14
AUTO,108231.62,1481,325,15
AUTO,114401.74,1320,325,16
AUTO,72615.03,968,325,17
AUTO,24912.6,463,325,18
AUTO,18501.5,302,325,19
AUTO,6712.59,127,325,20
AUTO,1235.68,35,325,21
AUTO,609.81,6,325,22
AUTO,555.52,4,326,0
AUTO,13.76,1,326,1
AUTO,26.26,4,326,2
AUTO,51.18,4,326,3
AUTO,4763.21,65,326,4
AUTO,23323.84,370,326,5
AUTO,47712.67,728,326,6
AUTO,79304.3000000001,1072,326,7
AUTO,98869.6600000001,1378,326,8
AUTO,119000.77,1499,326,9
AUTO,140807.85,1783,326,10
AUTO,155752.21,1935,326,11
AUTO,150941.94,1882,326,12
AUTO,167748.42,2089,326,13
AUTO,174443.82,1997,326,14
AUTO,135746.91,1782,326,15
AUTO,118962.33,1479,326,16
AUTO,82816.28,1006,326,17
AUTO,29882.1,505,326,18
AUTO,17290.73,284,326,19
AUTO,9532.18,131,326,20
AUTO,2127.04,41,326,21
AUTO,3877.4,10,326,22
AUTO,312.85,6,326,23
AUTO,291.85,2,327,0
AUTO,73.97,2,327,1
AUTO,30.91,2,327,2
AUTO,403.42,3,327,3
AUTO,5171.48,72,327,4
AUTO,25971.56,429,327,5
AUTO,64395.09,837,327,6
AUTO,94341.07,1352,327,7
AUTO,125277.91,1885,327,8
AUTO,164339.66,2361,327,9
AUTO,182071.13,2566,327,10
AUTO,173343.01,2581,327,11
AUTO,181624.87,2582,327,12
AUTO,209431.88,2406,327,13
AUTO,149651.94,2137,327,14
AUTO,135955.4,1679,327,15
AUTO,81211.57,1217,327,16
AUTO,49039.23,687,327,17
AUTO,22710.17,378,327,18
AUTO,10876.41,166,327,19
AUTO,7005.13,103,327,20
AUTO,766.17,20,327,21
AUTO,328.54,4,327,22
AUTO,574.94,3,327,23
AUTO,118,1,328,1
AUTO,16.42,2,328,4
AUTO,2202.06,56,328,5
AUTO,15492.49,351,328,6
AUTO,33077.6,697,328,7
AUTO,49146.5,1037,328,8
AUTO,63994.69,1418,328,9
AUTO,77841.58,1644,328,10
AUTO,79023.7500000001,1746,328,11
AUTO,86533.7399999999,1768,328,12
AUTO,90950.31,1697,328,13
AUTO,76251.3799999999,1558,328,14
AUTO,60353.2700000001,1180,328,15
AUTO,33947.21,751,328,16
AUTO,19620.25,438,328,17
AUTO,13548.2,215,328,18
AUTO,3091.99,113,328,19
AUTO,1312.87,26,328,20
AUTO,391.28,8,328,21
AUTO,8.83,1,328,22
AUTO,175.48,4,328,23
AUTO,25.28,4,329,2
AUTO,47.39,2,329,3
AUTO,2260.92,57,329,4
AUTO,18961.71,259,329,5
AUTO,38142.46,528,329,6
AUTO,63173.68,805,329,7
AUTO,78755.2800000001,1036,329,8
AUTO,95633.1599999999,1354,329,9
AUTO,103872.69,1549,329,10
AUTO,125685.62,1579,329,11
AUTO,128448.65,1702,329,12
AUTO,149095.98,1848,329,13
AUTO,156843.65,1836,329,14
AUTO,142538.82,1640,329,15
AUTO,94193.9000000001,1332,329,16
AUTO,77927.8200000001,902,329,17
AUTO,39742.17,497,329,18
AUTO,12169.84,291,329,19
AUTO,4627.11,133,329,20
AUTO,4698.57,21,329,21
AUTO,273.05,5,329,22
AUTO,41.92,2,329,23
AUTO,2.64,1,330,2
AUTO,3.38,1,330,3
AUTO,2638.42,60,330,4
AUTO,16346.46,286,330,5
AUTO,36144.12,496,330,6
AUTO,63877.69,804,330,7
AUTO,83798.18,1041,330,8
AUTO,96754.2800000001,1324,330,9
AUTO,115095.77,1504,330,10
AUTO,113431.82,1413,330,11
AUTO,119083.88,1521,330,12
AUTO,134358.16,1610,330,13
AUTO,149324.19,1718,330,14
AUTO,116707.19,1533,330,15
AUTO,105457.55,1308,330,16
AUTO,69643.25,913,330,17
AUTO,25441.68,481,330,18
AUTO,15032.15,228,330,19
AUTO,5349.98,125,330,20
AUTO,2658.45,45,330,21
AUTO,690.57,6,330,22
AUTO,455.15,3,330,23
AUTO,17.27,1,331,0
AUTO,164.3,1,331,1
AUTO,150,1,331,2
AUTO,247.7,2,331,3
AUTO,2947.57,46,331,4
AUTO,19745.79,316,331,5
AUTO,51392.44,664,331,6
AUTO,71877.2,957,331,7
AUTO,112584.99,1363,331,8
AUTO,126161.18,1702,331,9
AUTO,151226.6,1803,331,10
AUTO,139588.72,1980,331,11
AUTO,173689.37,1983,331,12
AUTO,154301.2,2132,331,13
AUTO,173163,1981,331,14
AUTO,147558.8,1760,331,15
AUTO,116278.01,1346,331,16
AUTO,86902.29,918,331,17
AUTO,21493.97,486,331,18
AUTO,23742.18,267,331,19
AUTO,10887.41,149,331,20
AUTO,1968.03,39,331,21
AUTO,516.11,6,331,22
AUTO,425.83,4,331,23
AUTO,201.5,2,332,0
AUTO,54.54,1,332,1
AUTO,186.98,2,332,2
AUTO,478.98,3,332,4
AUTO,1561.37,33,332,5
AUTO,6519.16,135,332,6
AUTO,9835.99,234,332,7
AUTO,15104.3,392,332,8
AUTO,25769.58,544,332,9
AUTO,28229.35,593,332,10
AUTO,21690.74,578,332,11
AUTO,20095.19,471,332,12
AUTO,15894.98,383,332,13
AUTO,8751.83999999999,225,332,14
AUTO,5422.23,143,332,15
AUTO,1520.06,41,332,16
AUTO,1048.9,9,332,17
AUTO,1812.93,11,332,18
AUTO,1303.44,9,332,19
AUTO,348.2,2,332,20
AUTO,2198.15,6,332,21
AUTO,2681.58,8,332,22
AUTO,82.99,2,332,23
AUTO,339.91,2,333,0
AUTO,1554.68,7,333,2
AUTO,12466.58,104,333,3
AUTO,22838.77,208,333,4
AUTO,44443.02,498,333,5
AUTO,75503.43,908,333,6
AUTO,107617.51,1412,333,7
AUTO,143461.09,1899,333,8
AUTO,183556.68,2402,333,9
AUTO,195779.9,2502,333,10
AUTO,211688.93,2777,333,11
AUTO,204991.140000001,2546,333,12
AUTO,200917.41,2476,333,13
AUTO,206612.08,2187,333,14
AUTO,144406.09,1692,333,15
AUTO,112371.62,1379,333,16
AUTO,65840.4500000001,786,333,17
AUTO,36487.58,420,333,18
AUTO,12047.9,214,333,19
AUTO,5418.83,115,333,20
AUTO,1631.79,30,333,21
AUTO,7713.28,8,333,22
AUTO,1740,2,333,23
AUTO,166.45,2,334,1
AUTO,203.79,3,334,2
AUTO,11.98,1,334,3
AUTO,1429.6,28,334,4
AUTO,21722.05,330,334,5
AUTO,50168.92,688,334,6
AUTO,87434.76,1222,334,7
AUTO,122327.33,1800,334,8
AUTO,161590.51,2259,334,9
AUTO,176901.36,2479,334,10
AUTO,160531.85,2545,334,11
AUTO,171856.1,2420,334,12
AUTO,173277.9,2318,334,13
AUTO,163783.26,2068,334,14
AUTO,103450.15,1513,334,15
AUTO,85717.76,1087,334,16
AUTO,48849.24,640,334,17
AUTO,16346.47,330,334,18
AUTO,6942.3,174,334,19
AUTO,3721.24,88,334,20
AUTO,15950.38,22,334,21
AUTO,145.44,4,334,22
AUTO,446.46,4,334,23
BARS,21.5,1,319,0
BARS,7.75,1,319,2
BARS,12.05,1,319,3
BARS,4.64,1,319,4
BARS,3.75,1,319,5
BARS,43.52,2,319,7
BARS,156.67,7,319,8
BARS,207.96,10,319,9
BARS,127.86,8,319,10
BARS,275.06,11,319,11
BARS,158.34,8,319,12
BARS,268.43,11,319,13
BARS,281.04,18,319,14
BARS,460.14,15,319,15
BARS,331.62,5,319,16
BARS,542.5,23,319,17
BARS,227.58,9,319,18
BARS,196.2,8,319,19
BARS,366.69,7,319,20
BARS,542.13,14,319,21
BARS,198.03,6,319,22
BARS,148.54,5,319,23
BARS,65,2,320,0
BARS,45,1,320,1
BARS,90,1,320,2
BARS,15,1,320,4
BARS,6.05,1,320,6
BARS,347.67,8,320,7
BARS,191.67,5,320,8
BARS,186.32,5,320,9
BARS,51.35,4,320,10
BARS,291.69,9,320,11
BARS,143.68,8,320,12
BARS,272.85,12,320,13
BARS,67.32,2,320,14
BARS,269.29,12,320,15
BARS,545.58,13,320,16
BARS,299.99,12,320,17
BARS,238.69,13,320,18
BARS,126.39,9,320,19
BARS,365.71,14,320,20
BARS,319.24,10,320,21
BARS,1014.7,12,320,22
BARS,227.73,8,320,23
BARS,205.5,8,321,0
BARS,56,2,321,2
BARS,40,1,321,3
BARS,3.75,1,321,4
BARS,54.13,4,321,6
BARS,6,1,321,7
BARS,13,2,321,8
BARS,149.04,6,321,9
BARS,91.91,8,321,10
BARS,120.41,6,321,11
BARS,78.42,5,321,12
BARS,71.35,2,321,13
BARS,127.97,5,321,14
BARS,166.59,5,321,15
BARS,89.46,5,321,16
BARS,170.07,11,321,17
BARS,68.53,3,321,18
BARS,11.66,1,321,19
BARS,57.36,3,321,22
BARS,53,2,321,23
BARS,38.5,3,322,0
BARS,7.21,1,322,5
BARS,40.48,3,322,7
BARS,203.73,7,322,8
BARS,120.36,7,322,9
BARS,48.71,5,322,10
BARS,212.23,2,322,11
BARS,99.68,8,322,12
BARS,156.79,9,322,13
BARS,221,4,322,14
BARS,428.33,11,322,15
BARS,48.86,5,322,16
BARS,46.22,4,322,17
BARS,5.15,2,322,18
BARS,108,2,322,19
BARS,52.66,5,322,20
BARS,67.56,5,322,21
BARS,9.99,1,322,22
BARS,17.7,2,322,23
BARS,20,1,323,1
BARS,21.45,1,323,4
BARS,2.25,1,323,6
BARS,18.58,4,323,7
BARS,29.98,5,323,8
BARS,119.6,7,323,9
BARS,50.09,3,323,10
BARS,44.29,5,323,11
BARS,116.34,10,323,12
BARS,62.6,3,323,13
BARS,59.37,5,323,14
BARS,133.65,8,323,15
BARS,89.67,5,323,16
BARS,59.97,4,323,17
BARS,122.07,6,323,18
BARS,239.01,3,323,19
BARS,15.71,2,323,20
BARS,179.86,6,323,21
BARS,61,2,323,22
BARS,37.2,3,324,3
BARS,3.64,1,324,6
BARS,160.51,5,324,7
BARS,29.23,3,324,8
BARS,51.57,4,324,9
BARS,93.18,5,324,10
BARS,129.47,5,324,11
BARS,132.23,9,324,12
BARS,696.42,19,324,13
BARS,343.2,12,324,14
BARS,246.67,11,324,15
BARS,123.43,8,324,16
BARS,220.41,6,324,17
BARS,40.61,2,324,18
BARS,147.95,6,324,19
BARS,352.84,6,324,20
BARS,21.5,1,324,21
BARS,59.3,4,324,22
BARS,6,1,324,23
BARS,121.62,4,325,1
BARS,201.41,4,325,3
BARS,44.55,2,325,7
BARS,47.12,3,325,8
BARS,86.98,6,325,9
BARS,132.55,5,325,10
BARS,6.47,1,325,11
BARS,509.78,13,325,12
BARS,466.52,8,325,13
BARS,564.46,9,325,14
BARS,209.69,9,325,15
BARS,174.09,7,325,16
BARS,115.7,10,325,17
BARS,41.43,4,325,18
BARS,397.8,9,325,19
BARS,44.82,2,325,20
BARS,83.75,6,325,21
BARS,46.26,3,325,22
BARS,121,4,325,23
BARS,43.06,3,326,0
BARS,1.95,1,326,1
BARS,18.15,3,326,3
BARS,8.5,1,326,6
BARS,89.63,5,326,7
BARS,323.01,5,326,8
BARS,51.22,4,326,9
BARS,49.48,6,326,10
BARS,100.32,3,326,11
BARS,988,13,326,12
BARS,848.3,13,326,13
BARS,506.99,14,326,14
BARS,331.84,12,326,15
BARS,288.53,16,326,16
BARS,489.39,15,326,17
BARS,249.99,10,326,18
BARS,307.12,13,326,19
BARS,215.5,10,326,20
BARS,227.87,10,326,21
BARS,167.62,7,326,22
BARS,104.99,5,326,23
BARS,114.68,4,327,0
BARS,134,3,327,1
BARS,50,1,327,2
BARS,22,1,327,4
BARS,42.67,3,327,6
BARS,44.75,3,327,7
BARS,245.18,9,327,8
BARS,252.65,8,327,9
BARS,116.49,4,327,10
BARS,117.83,8,327,11
BARS,473.55,15,327,12
BARS,110.99,7,327,13
BARS,466.3,10,327,14
BARS,335.59,10,327,15
BARS,110.53,5,327,16
BARS,667.21,21,327,17
BARS,309.76,11,327,18
BARS,237.9,11,327,19
BARS,258.06,14,327,20
BARS,508.91,8,327,21
BARS,477.75,16,327,22
BARS,124,6,327,23
BARS,50,3,328,0
BARS,31.82,1,328,1
BARS,43.11,3,328,7
BARS,6.75,1,328,8
BARS,154.27,5,328,9
BARS,177.94,5,328,10
BARS,877.13,8,328,11
BARS,99.87,4,328,12
BARS,325.38,9,328,13
BARS,119.85,4,328,14
BARS,448.77,10,328,15
BARS,131.19,6,328,16
BARS,143.77,5,328,17
BARS,139.98,6,328,18
BARS,287.21,5,328,19
BARS,28,2,328,20
BARS,20,2,328,21
BARS,313,2,328,22
BARS,319,5,328,23
BARS,192.59,4,329,1
BARS,2.25,1,329,2
BARS,5.25,1,329,4
BARS,4.23,1,329,5
BARS,138.11,3,329,6
BARS,25.41,4,329,8
BARS,1.85,1,329,9
BARS,71.44,4,329,10
BARS,138.22,10,329,11
BARS,442.96,10,329,12
BARS,640.05,16,329,13
BARS,105.93,6,329,14
BARS,108.74,6,329,15
BARS,411.53,13,329,16
BARS,61.05,5,329,17
BARS,92.3,6,329,18
BARS,34.88,2,329,19
BARS,124.45,6,329,20
BARS,21.21,2,329,21
BARS,264.44,3,329,22
BARS,14.5,1,329,23
BARS,50.09,2,330,0
BARS,2,1,330,1
BARS,11.05,2,330,4
BARS,5.55,1,330,6
BARS,29.04,2,330,8
BARS,53.08,3,330,9
BARS,2.65,1,330,10
BARS,123.95,5,330,11
BARS,159.02,6,330,12
BARS,463.12,9,330,13
BARS,197.05,8,330,14
BARS,96.58,6,330,15
BARS,170.36,7,330,16
BARS,1400.48,10,330,17
BARS,357.12,11,330,18
BARS,72.87,4,330,19
BARS,89.06,4,330,20
BARS,12,1,330,21
BARS,45,1,330,22
BARS,201.5,2,330,23
BARS,65.22,3,331,0
BARS,2.75,1,331,1
BARS,14.25,1,331,3
BARS,22.61,2,331,5
BARS,5.52,1,331,6
BARS,53.2,3,331,7
BARS,101.5,4,331,8
BARS,258.98,7,331,9
BARS,240.72,8,331,10
BARS,325.39,8,331,11
BARS,308.89,13,331,12
BARS,409.85,10,331,13
BARS,773.97,18,331,14
BARS,541.1,18,331,15
BARS,512.09,13,331,16
BARS,247.73,9,331,17
BARS,425.28,10,331,18
BARS,62.17,3,331,19
BARS,265.5,8,331,20
BARS,354.03,5,331,21
BARS,331.5,8,331,22
BARS,27.5,3,331,23
BARS,550,2,332,0
BARS,153,3,332,1
BARS,32,1,332,2
BARS,39,1,332,3
BARS,20.32,1,332,6
BARS,31.76,2,332,7
BARS,201.42,6,332,8
BARS,379.51,11,332,9
BARS,166.59,7,332,10
BARS,661.75,15,332,11
BARS,304.51,11,332,12
BARS,472.92,14,332,13
BARS,193.94,7,332,14
BARS,46.25,2,332,15
BARS,155.14,7,332,16
BARS,218.57,6,332,17
BARS,214.32,7,332,18
BARS,385.56,6,332,19
BARS,43.25,2,332,20
BARS,278.5,8,332,21
BARS,25.34,2,332,22
BARS,85,3,332,23
BARS,48.5,2,333,0
BARS,50,1,333,2
BARS,46.34,1,333,4
BARS,58.48,2,333,6
BARS,130.3,4,333,7
BARS,108.78,2,333,8
BARS,168.54,6,333,9
BARS,196.32,8,333,10
BARS,410.92,9,333,11
BARS,204.18,8,333,12
BARS,165.59,7,333,13
BARS,258.24,12,333,14
BARS,196.5,10,333,15
BARS,339.55,10,333,16
BARS,191.37,15,333,17
BARS,33.56,3,333,18
BARS,565.04,14,333,19
BARS,121.14,4,333,20
BARS,373.79,12,333,21
BARS,388.5,11,333,22
BARS,107.82,3,333,23
BARS,285.5,4,334,0
BARS,370,2,334,1
BARS,201,1,334,2
BARS,3.5,1,334,4
BARS,12.5,1,334,7
BARS,81.58,5,334,8
BARS,633.69,8,334,9
BARS,82.34,5,334,10
BARS,77.63,3,334,11
BARS,298.09,10,334,12
BARS,432.19,13,334,13
BARS,298.08,16,334,14
BARS,141.5,9,334,15
BARS,152.43,5,334,16
BARS,180.06,7,334,17
BARS,339.27,13,334,18
BARS,97.51,5,334,19
BARS,312.66,12,334,20
BARS,531.56,17,334,21
BARS,135.76,7,334,22
BARS,173.59,10,334,23
BUILDING SUPPLY/WHOLESALE,34.75,2,319,2
BUILDING SUPPLY/WHOLESALE,5670.36,125,319,3
BUILDING SUPPLY/WHOLESALE,32116.68,500,319,4
BUILDING SUPPLY/WHOLESALE,64766.05,1035,319,5
BUILDING SUPPLY/WHOLESALE,106925.69,1740,319,6
BUILDING SUPPLY/WHOLESALE,152474.74,2440,319,7
BUILDING SUPPLY/WHOLESALE,201043.66,3123,319,8
BUILDING SUPPLY/WHOLESALE,205271.72,3406,319,9
BUILDING SUPPLY/WHOLESALE,245405.32,3787,319,10
BUILDING SUPPLY/WHOLESALE,235887.400000001,3813,319,11
BUILDING SUPPLY/WHOLESALE,231689.22,3681,319,12
BUILDING SUPPLY/WHOLESALE,223053.57,3574,319,13
BUILDING SUPPLY/WHOLESALE,186667.36,3202,319,14
BUILDING SUPPLY/WHOLESALE,171479.51,2971,319,15
BUILDING SUPPLY/WHOLESALE,177201.9,2640,319,16
BUILDING SUPPLY/WHOLESALE,119579.32,1959,319,17
BUILDING SUPPLY/WHOLESALE,77633.41,1288,319,18
BUILDING SUPPLY/WHOLESALE,51723.2,802,319,19
BUILDING SUPPLY/WHOLESALE,27135.55,425,319,20
BUILDING SUPPLY/WHOLESALE,10062.79,103,319,21
BUILDING SUPPLY/WHOLESALE,959.92,11,319,22
BUILDING SUPPLY/WHOLESALE,7.69,1,320,0
BUILDING SUPPLY/WHOLESALE,46.75,3,320,2
BUILDING SUPPLY/WHOLESALE,2395.29,53,320,3
BUILDING SUPPLY/WHOLESALE,21630.56,344,320,4
BUILDING SUPPLY/WHOLESALE,65504.24,1008,320,5
BUILDING SUPPLY/WHOLESALE,125442.92,2006,320,6
BUILDING SUPPLY/WHOLESALE,205285.32,3207,320,7
BUILDING SUPPLY/WHOLESALE,299552.16,4602,320,8
BUILDING SUPPLY/WHOLESALE,340269.81,5422,320,9
BUILDING SUPPLY/WHOLESALE,373636.030000001,5944,320,10
BUILDING SUPPLY/WHOLESALE,366702.649999999,6019,320,11
BUILDING SUPPLY/WHOLESALE,348692.73,5848,320,12
BUILDING SUPPLY/WHOLESALE,309861.72,5300,320,13
BUILDING SUPPLY/WHOLESALE,256659.05,4722,320,14
BUILDING SUPPLY/WHOLESALE,218264.13,3734,320,15
BUILDING SUPPLY/WHOLESALE,173310.83,2963,320,16
BUILDING SUPPLY/WHOLESALE,119519.72,2169,320,17
BUILDING SUPPLY/WHOLESALE,73243.51,1212,320,18
BUILDING SUPPLY/WHOLESALE,36851.49,662,320,19
BUILDING SUPPLY/WHOLESALE,19943.24,330,320,20
BUILDING SUPPLY/WHOLESALE,2162.31,54,320,21
BUILDING SUPPLY/WHOLESALE,122.77,4,320,22
BUILDING SUPPLY/WHOLESALE,1386.88,28,321,4
BUILDING SUPPLY/WHOLESALE,25976.18,497,321,5
BUILDING SUPPLY/WHOLESALE,63863.8899999999,1106,321,6
BUILDING SUPPLY/WHOLESALE,115213.14,2124,321,7
BUILDING SUPPLY/WHOLESALE,188066.23,3243,321,8
BUILDING SUPPLY/WHOLESALE,240964.2,4120,321,9
BUILDING SUPPLY/WHOLESALE,263362.450000001,4703,321,10
BUILDING SUPPLY/WHOLESALE,271348.52,4909,321,11
BUILDING SUPPLY/WHOLESALE,270847.01,4869,321,12
BUILDING SUPPLY/WHOLESALE,256334.14,4575,321,13
BUILDING SUPPLY/WHOLESALE,203886.69,3967,321,14
BUILDING SUPPLY/WHOLESALE,170348.17,3062,321,15
BUILDING SUPPLY/WHOLESALE,104007.85,2058,321,16
BUILDING SUPPLY/WHOLESALE,67946.56,1229,321,17
BUILDING SUPPLY/WHOLESALE,34339.02,586,321,18
BUILDING SUPPLY/WHOLESALE,16451.01,318,321,19
BUILDING SUPPLY/WHOLESALE,4995.07,69,321,20
BUILDING SUPPLY/WHOLESALE,871.76,14,321,21
BUILDING SUPPLY/WHOLESALE,58.3,1,321,22
BUILDING SUPPLY/WHOLESALE,22,2,322,1
BUILDING SUPPLY/WHOLESALE,4.09,2,322,2
BUILDING SUPPLY/WHOLESALE,3751.77,81,322,3
BUILDING SUPPLY/WHOLESALE,26089.28,345,322,4
BUILDING SUPPLY/WHOLESALE,54772.17,845,322,5
BUILDING SUPPLY/WHOLESALE,105665.05,1478,322,6
BUILDING SUPPLY/WHOLESALE,127724.01,2129,322,7
BUILDING SUPPLY/WHOLESALE,173131.03,2669,322,8
BUILDING SUPPLY/WHOLESALE,210996.28,3169,322,9
BUILDING SUPPLY/WHOLESALE,190678.11,3494,322,10
BUILDING SUPPLY/WHOLESALE,221603.46,3554,322,11
BUILDING SUPPLY/WHOLESALE,202632.999999999,3466,322,12
BUILDING SUPPLY/WHOLESALE,188019.100000001,3311,322,13
BUILDING SUPPLY/WHOLESALE,174896.06,3086,322,14
BUILDING SUPPLY/WHOLESALE,167006.57,2941,322,15
BUILDING SUPPLY/WHOLESALE,142596.54,2556,322,16
BUILDING SUPPLY/WHOLESALE,108011.65,1991,322,17
BUILDING SUPPLY/WHOLESALE,66110.7,1196,322,18
BUILDING SUPPLY/WHOLESALE,38393.46,686,322,19
BUILDING SUPPLY/WHOLESALE,20123.34,365,322,20
BUILDING SUPPLY/WHOLESALE,7100.96,85,322,21
BUILDING SUPPLY/WHOLESALE,337.95,7,322,22
BUILDING SUPPLY/WHOLESALE,109.59,2,322,23
BUILDING SUPPLY/WHOLESALE,4.65,2,323,2
BUILDING SUPPLY/WHOLESALE,5451.52,101,323,3
BUILDING SUPPLY/WHOLESALE,25843.2,378,323,4
BUILDING SUPPLY/WHOLESALE,58647.2499999999,917,323,5
BUILDING SUPPLY/WHOLESALE,107150.05,1609,323,6
BUILDING SUPPLY/WHOLESALE,139592.68,2065,323,7
BUILDING SUPPLY/WHOLESALE,163298.27,2651,323,8
BUILDING SUPPLY/WHOLESALE,189737.75,3105,323,9
BUILDING SUPPLY/WHOLESALE,195455.7,3291,323,10
BUILDING SUPPLY/WHOLESALE,201672.49,3259,323,11
BUILDING SUPPLY/WHOLESALE,192731.6,3219,323,12
BUILDING SUPPLY/WHOLESALE,175677.290000001,2991,323,13
BUILDING SUPPLY/WHOLESALE,153821.5,2815,323,14
BUILDING SUPPLY/WHOLESALE,153360.91,2626,323,15
BUILDING SUPPLY/WHOLESALE,117281.95,2299,323,16
